wikipedia-country	OFFICIAL-LANGUAGES	any-wikipedia-country is the only country in any-wikipedia-continent that speaks Portuguese	Brazil	Brazil is the only country in Latin America that speaks Portuguese.	Portuguese
wikipedia-block-cipher	DERIVED-FROM	any-wikipedia-single this mode can be taken advantage of through certain chosen-plaintext or known-plaintext attacks and so any-wikipedia-block-cipher-one is treated by any-wikipedia-government-agency-one to have only any-number bits of security any-wikipedia-government-agency-one Recommendation for Key Management-- Part any-number general any-wikipedia-film Publication any-number By design DES and therefore any-wikipedia-block-cipher-one suffer from slow performance in software	Triple DES	However, this mode can be taken advantage of through certain chosen-plaintext or known-plaintext attacks and so TDES is treated by NIST to have only 80 bits of security NIST, Recommendation for Key Management--Part 1: general , Special Publication 800-57.. By design, DES and therefore TDES, suffer from slow performance in software.	DES
wikipedia-musical-artist	CURRENT-MEMBERS	The members of any-wikipedia-musical-artist-one are any-wikipedia-musical-artist-two any-wikipedia-musical-artist-three any-wikipedia-musical-artist-four and any-wikipedia-musical-artist-five	Scooch	The members of Scooch are Natalie Powers, Caroline Barnes, David Ducasse, and Russ Spencer.	David Ducasse
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town is a municipality of the district of Gosgen in the canton of any-wikipedia-former-country in any-wikipedia-country	Wisen	Wisen is a municipality of the district of Gosgen in the canton of Solothurn in Switzerland.	municipality
wikipedia-president	NATIONALITY	any-wikipedia-president resigned when any-wikipedia-officeholder started getting ready to set up the any-wikipedia-military-unit	Gustav Heinemann	He resigned when Adenauer started getting ready to set up the German Army.	German
wikipedia-officeholder	OFFICE	any-wikipedia-officeholder was a Member of Parliament from any-date-one and from any-date-two	Michael Foot	He was a Member of Parliament from 1945-1955 and from 1960-1992.	Member of Parliament
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Irouleguy	Irouleguy is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-officeholder	ORDER	any-wikipedia-officeholder became the any-ordinal any-wikipedia-political-post on any-date	Jejomar Binay	He became the 15th Vice President of the Philippines on June 30, 2010.	15th
wikipedia-block-cipher	DERIVED-FROM	In general any-wikipedia-block-cipher with any-number different keys has a key length of any-number bits any-number 56-bit DES keys but due to the meet-in-the-middle attack the effective security it provides is only any-number bits	Triple DES	In general TDES with three different keys has a key length of 168 bits: three 56-bit DES keys , but due to the meet-in-the-middle attack the effective security it provides is only 112 bits.	DES
wikipedia-musical-artist	CURRENT-MEMBERS	The members of any-wikipedia-musical-artist-one are any-wikipedia-musical-artist-two any-wikipedia-musical-artist-three any-wikipedia-musical-artist-four and any-wikipedia-musical-artist-five	Scooch	The members of Scooch are Natalie Powers, Caroline Barnes, David Ducasse, and Russ Spencer.	Caroline Barnes
wikipedia-vg	PLATFORMS	any-wikipedia-vg was released on the any-wikipedia-brand-one any-number, any-wikipedia-brand-two any-number, any-wikipedia-brand-one any-number, and the any-wikipedia-vg-system	Rock Band (video game)	It was released on the PlayStation 3, Xbox 360, PlayStation 2, and the Wii.	Wii
wikipedia-person	DENOMINATION	any-wikipedia-person is the founder and leader of Diamond Way Buddhism an organization in the any-wikipedia-album Kagyu school of Tibetan Buddhism	Ole Nydahl	Ole Nydahl is the founder and leader of Diamond Way Buddhism, an organisation in the Karma Kagyu school of Tibetan Buddhism.	Karma Kagyu
wikipedia-officeholder	PARTY	any-wikipedia-officeholder was a any-wikipedia-political-party politician journalist and author	Michael Foot	Michael Foot was a British Labour Party politician, journalist and author.	Labour
wikipedia-german-location	BUNDESLAND	any-wikipedia-german-location is a spa town in the district any-wikipedia-german-district in any-wikipedia-german-state any-wikipedia-country	Bad Krozingen	Bad Krozingen is a spa town in the district Breisgau-Hochschwarzwald, in Baden-Wurttemberg, Germany.	Baden-Wurttemberg
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Ispoure	Ispoure is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-bridge	CROSSES	The any-wikipedia-bridge is a highway bridge that crosses the Willamette River in any-wikipedia-historic-site any-wikipedia-us-state any-wikipedia-country	Ellsworth Street Bridge	The Ellsworth Street Bridge is a highway bridge that crosses the Willamette River in Albany, Oregon, United States.	Willamette River
wikipedia-animanga/video	DIRECTOR	any-wikipedia-d& d-character-class's any-wikipedia-animanga\/print is an anime created by any-wikipedia-person	Magic User's Club	Magic User's Club is an anime created by Junichi Sato.	Junichi Sato
wikipedia-vg	DISTRIBUTOR	any-wikipedia-vg is a music video game developed by any-wikipedia-company-one published by any-wikipedia-tv-channel and distributed by any-wikipedia-company-two	Rock Band (video game)	Rock Band is a music video game developed by Harmonix Music Systems, published by MTV Games, and distributed by EA Distribution.	EA Distribution
wikipedia-officeholder	OFFICE	any-wikipedia-officeholder was deputy leader of the Labor Party from any-date-one and any-wikipedia-political-post from any-date-two	Michael Foot	He was deputy leader of the Labour Party from 1976-1980 and Leader of the Opposition from 1980-1983.	Leader of the Opposition
wikipedia-person	ORGANIZATION	any-wikipedia-person is the founder and leader of Diamond Way Buddhism an organization in the any-wikipedia-album Kagyu school of Tibetan Buddhism	Ole Nydahl	Ole Nydahl is the founder and leader of Diamond Way Buddhism, an organisation in the Karma Kagyu school of Tibetan Buddhism.	Diamond Way Buddhism
wikipedia-german-location	LANDKREIS	any-wikipedia-german-location is a spa town in the district any-wikipedia-german-district in any-wikipedia-german-state any-wikipedia-country	Bad Krozingen	Bad Krozingen is a spa town in the district Breisgau-Hochschwarzwald, in Baden-Wurttemberg, Germany.	Breisgau-Hochschwarzwald
wikipedia-album	TYPE	any-wikipedia-album is a studio album by any-wikipedia-musical-artist	Powerslave	Powerslave is a studio album by Iron Maiden.	studio
wikipedia-military-structure	TYPE	In the any-date the any-wikipedia-military-structure has been a deadly place for humans making habitation impossible	Korean Demilitarized Zone	In the past half century, the Korean DMZ has been a deadly place for humans, making habitation impossible.	DMZ
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Jurancon	Jurancon is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-animanga/print	AUTHOR	any-wikipedia-d& d-character-class's any-wikipedia-animanga\/print is an anime created by any-wikipedia-person	Magic User's Club	Magic User's Club is an anime created by Junichi Sato.	Junichi Sato
wikipedia-german-location	REGIERUNGSBEZIRK	any-wikipedia-german-location-one is southwest of any-wikipedia-german-location-two	Bad Krozingen	It is southwest of Freiburg.	Freiburg
wikipedia-vg	SERIES	any-wikipedia-vg is a music video game developed by any-wikipedia-company-one published by any-wikipedia-tv-channel and distributed by any-wikipedia-company-two	Rock Band (video game)	Rock Band is a music video game developed by Harmonix Music Systems, published by MTV Games, and distributed by EA Distribution.	Rock Band
wikipedia-block-cipher	DERIVED-FROM	any-wikipedia-block-cipher-one is also known as any-wikipedia-block-cipher-two or more standard any-wikipedia-block-cipher-three	Triple DES	Triple DES is also known as TDES or, more standard, TDEA .	DES
wikipedia-officeholder	SPOUSE	any-wikipedia-officeholder was married to writer any-wikipedia-person from any-date until her death	Michael Foot	Foot was married to writer Jill Craigie from 1949 until her death.	Jill Craigie
wikipedia-person	DENOMINATION	In any-date, A Letter from Shamar Rinpoche any-wikipedia-person and his late wife Hannah Nydahl met the any-ordinal Karmapa any-wikipedia-religious-biography a renowned yogi and the head of the Karma Kagyu lineage	Ole Nydahl	In December 1969,A Letter from Shamar Rinpoche Ole Nydahl and his late wife, Hannah Nydahl met the 16th Karmapa, Rangjung Rigpe Dorje, a renowned yogi and the head of the Karma Kagyu lineage.	Karma Kagyu
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Juxue	Juxue is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-military-structure	TYPE	The any-wikipedia-military-structure is a concrete barrier that was allegedly built along the length of the DMZ in any-wikipedia-country between any-date-one and any-date-two	Korean Demilitarized Zone	The Korean wall is a concrete barrier that was allegedly built along the length of the DMZ in South Korea between 1977 and 1979.	DMZ
wikipedia-album	ARTIST	any-wikipedia-album is a studio album by any-wikipedia-musical-artist	Powerslave	Powerslave is a studio album by Iron Maiden.	Iron Maiden
wikipedia-german-location	BUNDESLAND	any-wikipedia-german-location is a city in any-wikipedia-german-state	Neubrandenburg	Neubrandenburg is a city in Mecklenburg-Vorpommern, Germany.	Mecklenburg-Vorpommern
wikipedia-museum	LOCATION	any-wikipedia-museum is a big museum of old plane and plane engine in any-wikipedia-settlement	Polish Aviation Museum	Polish Aviation Museum is a big museum of old plane and plane engine in Krakow, Poland.	Krakow, Poland
wikipedia-album	ARTIST	any-wikipedia-album of Bricks is the any-ordinal album by the British singer-songwriter any-wikipedia-musical-artist	Made of Bricks	Made of Bricks is the first album by the British singer-songwriter, Kate Nash.	Kate Nash
wikipedia-vg	TITLE	any-wikipedia-vg is a music video game developed by any-wikipedia-company-one published by any-wikipedia-tv-channel and distributed by any-wikipedia-company-two	Rock Band (video game)	Rock Band is a music video game developed by Harmonix Music Systems, published by MTV Games, and distributed by EA Distribution.	Rock Band
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Lagor	Lagor is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-block-cipher	DERIVED-FROM	When it was discovered that a 56-bit key of DES is not enough to protect from brute force attacks any-wikipedia-block-cipher was chosen as a simple way to enlarge the key space without a need to switch to a new algorithm	Triple DES	When it was discovered that a 56-bit key of DES is not enough to protect from brute force attacks, TDES was chosen as a simple way to enlarge the key space without a need to switch to a new algorithm.	DES
wikipedia-military-structure	LOCATION	The any-wikipedia-military-structure is a piece of land running across the Korean Peninsula that serves as a buffer zone between North and South any-wikipedia-geopolitical-organization	Korean Demilitarized Zone	The Korean Demilitarized Zone is a piece of land running across the Korean Peninsula that serves as a buffer zone between North and South Korea.	Korean Peninsula
wikipedia-single	FROM-ALBUM	any-wikipedia-single is the any-ordinal single by the rock band any-wikipedia-musical-artist from their album A any-wikipedia-album	Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off	"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off" is the fourth single by the rock band Panic at the Disco, from their album, A Fever You Can't Sweat Out.	A Fever You Can't Sweat Out
wikipedia-language	SCRIPT	The any-wikipedia-language uses a any-wikipedia-writing-system	Macedonian language	The Macedonian language uses a Cyrillic alphabet.	Cyrillic
wikipedia-album	RELEASED	any-wikipedia-album went on sale on any-date	Powerslave	It went on sale on 3 September 1984.	3 September 1984
wikipedia-scottish-island	ISLAND-GROUP	any-wikipedia-scottish-island is a small uninhabited Scottish island in the North Atlantic	Sula Sgeir	Sula Sgeir is a small, uninhabited Scottish island in the North Atlantic.	North Atlantic
wikipedia-football-biography	CLUBS	any-wikipedia-football-biography plays for any-wikipedia-football-club	Yuya Yoshizawa	He plays for Kamatamare Sanuki.	Kamatamare Sanuki
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Laguinge-Restoue	Laguinge-Restoue is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town is a municipality of the district of Bucheggberg in the canton of any-wikipedia-former-country	Schnottwil	Schnottwil is a municipality of the district of Bucheggberg, in the canton of Solothurn, Switzerland.	municipality
wikipedia-military-structure	TYPE	Foreign visitors touring the any-wikipedia-album any-wikipedia-military-structure may view inside this tunnel using a sloped access shaft	Korean Demilitarized Zone	Foreign visitors touring the South Korean DMZ may view inside this tunnel using a sloped access shaft.	DMZ
wikipedia-settlement	SUBDIVISION-TYPE	any-wikipedia-settlement is part of any-wikipedia-us-county	Apex, North Carolina	It is part of Wake County.	County
wikipedia-language	LD	any-wikipedia-language-one is made up of the common parts of any-wikipedia-language-two	Hindustani language	It is made up of the common parts of Hindi and Urdu.	Urdu
wikipedia-block-cipher	DERIVED-FROM	In cryptography any-wikipedia-block-cipher-one is a block cipher created from the any-wikipedia-block-cipher-two cipher by using it any-number times	Triple DES	In cryptography, Triple DES is a block cipher created from the Data Encryption Standard cipher by using it three times.	DES
wikipedia-settlement	PUSHPIN-MAP	any-wikipedia-settlement is a city in any-wikipedia-country	Baucau	Baucau is a city in East Timor .	East Timor
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Lahonce	Lahonce is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town is a municipality of the district of Bucheggberg in the canton of any-wikipedia-former-country	Schnottwil	Schnottwil is a municipality of the district of Bucheggberg, in the canton of Solothurn, Switzerland.	Solothurn
wikipedia-football-biography	CURRENTCLUB	any-wikipedia-football-biography plays for any-wikipedia-football-club	Yuya Yoshizawa	He plays for Kamatamare Sanuki.	Kamatamare Sanuki
wikipedia-book	LANGUAGE	any-wikipedia-book is a novel written by the any-wikipedia-language author any-wikipedia-given-name2 Bronte and any-ordinal published in any-date	Agnes Grey	Agnes Grey is a novel written by the English author Anne Bronte and first published in 1847.	English
wikipedia-officeholder	TERM-END	any-wikipedia-officeholder became the any-ordinal any-wikipedia-political-post on any-date	Jejomar Binay	He became the 15th Vice President of the Philippines on June 30, 2010.	June 30, 2010
wikipedia-language	LD	any-wikipedia-language have very similar grammar	Hindustani language	Hindi and Urdu have very similar grammar.	Urdu
wikipedia-single	ARTIST	any-wikipedia-single is a single released any-date off the album any-wikipedia-album by any-wikipedia-person	7 Things	"7 Things" is a single released June 2008 off the album Breakout by Miley Cyrus.	Miley Cyrus
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Lons	Lons is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-uk-place	UNITARY-ENGLAND	any-wikipedia-uk-place is a town in the northwest part of any-wikipedia-england-county-unitary in any-wikipedia-country	Consett	Consett is a town in the northwest part of County Durham, in England.	County Durham
wikipedia-book	AUTHOR	any-wikipedia-book is a novel written by the any-wikipedia-language author any-wikipedia-given-name2 Bronte and any-ordinal published in any-date	Agnes Grey	Agnes Grey is a novel written by the English author Anne Bronte and first published in 1847.	Anne Bronte
wikipedia-french-commune	REGION	any-wikipedia-french-commune is found in the region any-wikipedia-settlement-one in the any-wikipedia-settlement-two department in the west of any-wikipedia-country	Ile-de-Brehat	It is found in the region Bretagne in the Cotes-d'Armor department in the west of France.	Bretagne
wikipedia-single	FROM-ALBUM	any-wikipedia-single is a single released any-date off the album any-wikipedia-album by any-wikipedia-person	7 Things	"7 Things" is a single released June 2008 off the album Breakout by Miley Cyrus.	Breakout
wikipedia-video-game	DEVELOPER	any-wikipedia-video-game was made by any-wikipedia-company in any-date	Counter-Strike	It was made by Valve Corporation in 1999.	Valve Corporation
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Loubieng	Loubieng is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-uk-place	COUNTRY	any-wikipedia-uk-place is a town in the northwest part of any-wikipedia-england-county-unitary in any-wikipedia-country	Consett	Consett is a town in the northwest part of County Durham, in England.	England
wikipedia-football-biography	CLUBS	any-wikipedia-football-biography plays for any-wikipedia-football-club	Satoshi Hida	He plays for Albirex Niigata Singapore.	Albirex Niigata Singapore
wikipedia-japan-station	CITY	any-wikipedia-japan-station is a Railway station of any-wikipedia-company in any-wikipedia-settlement any-wikipedia-prefecture-japan any-wikipedia-country	Tama-Plaza Station	Tama-Plaza Station is a Railway station of Tokyu Corporation in Aoba-ku, Yokohama, Kanagawa Prefecture, Japan.	Yokohama
wikipedia-us-cabinet	BODY	any-wikipedia-officeholder is the any-date any-wikipedia-us-cabinet	White House Chief of Staff	Denis McDonough is the current White House Chief of Staff.	Staff
wikipedia-officeholder	PARTY	any-wikipedia-officeholder was deputy leader of the Labor Party from any-date-one and any-wikipedia-political-post from any-date-two	Michael Foot	He was deputy leader of the Labour Party from 1976-1980 and Leader of the Opposition from 1980-1983.	Labour
wikipedia-video-game	DISTRIBUTOR	any-wikipedia-video-game was made by any-wikipedia-company in any-date	Counter-Strike	It was made by Valve Corporation in 1999.	Valve Corporation
wikipedia-military-conflict	COMBATANT	The any-wikipedia-military-conflict grew out of a dispute between any-wikipedia-country-one and any-wikipedia-country-two over control of a part of the Pacific coast	War of the Pacific	The War of the Pacific grew out of a dispute between Chile and Bolivia over control of a part of the Pacific coast.	Chile
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Louhossoa	Louhossoa is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-uk-place	LIEUTENANCY-ENGLAND	any-wikipedia-uk-place is a town in the northwest part of any-wikipedia-england-county-unitary in any-wikipedia-country	Consett	Consett is a town in the northwest part of County Durham, in England.	County Durham
wikipedia-japan-station	PREF	any-wikipedia-japan-station is a Railway station of any-wikipedia-company in any-wikipedia-settlement any-wikipedia-prefecture-japan any-wikipedia-country	Tama-Plaza Station	Tama-Plaza Station is a Railway station of Tokyu Corporation in Aoba-ku, Yokohama, Kanagawa Prefecture, Japan.	Kanagawa
wikipedia-us-cabinet	BODY	The any-wikipedia-us-cabinet is the highest-ranking member of the any-wikipedia-government-agency and a senior aide to the President	White House Chief of Staff	The White House Chief of Staff is the highest-ranking member of the Executive Office of the President of the United States and a senior aide to the President.	Staff
wikipedia-german-location	LANDKREIS	any-wikipedia-german-location is a municipality of the any-wikipedia-german-district any-wikipedia-subdivision-type in any-wikipedia-german-state	Dorfchemnitz	Dorfchemnitz is a municipality of the Mittelsachsen Rural District, in Saxony, Germany.	Mittelsachsen
wikipedia-australian-road	DIRECTION-B	The any-wikipedia-australian-road is a major road in any-wikipedia-australia-state-or-territory	Newell Highway	The Newell Highway is a major road in New South Wales, Australia.	South
wikipedia-military-conflict	COMBATANT	The any-wikipedia-military-conflict grew out of a dispute between any-wikipedia-country-one and any-wikipedia-country-two over control of a part of the Pacific coast	War of the Pacific	The War of the Pacific grew out of a dispute between Chile and Bolivia over control of a part of the Pacific coast.	Bolivia
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Lourdios-Ichere	Lourdios-Ichere is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Eisten	Eisten is a municipality of the district Visp in the canton of Valais in Switzerland.	municipality
wikipedia-japan-station	OPERATOR	any-wikipedia-japan-station is a Railway station of any-wikipedia-company in any-wikipedia-settlement any-wikipedia-prefecture-japan any-wikipedia-country	Tama-Plaza Station	Tama-Plaza Station is a Railway station of Tokyu Corporation in Aoba-ku, Yokohama, Kanagawa Prefecture, Japan.	Tokyu Corporation
wikipedia-language	FAM	any-wikipedia-language-one is an Eastern any-wikipedia-language-two	Syriac language	Syriac is an Eastern Aramaic language.	Aramaic
wikipedia-us-cabinet	INCUMBENT	any-wikipedia-officeholder is the any-date any-wikipedia-us-cabinet	White House Chief of Staff	Denis McDonough is the current White House Chief of Staff.	Denis McDonough
wikipedia-football-biography	NATIONALTEAM	any-wikipedia-football-biography plays for the any-wikipedia-german-state and for the any-wikipedia-country national team	Marcell Jansen	He plays for the Hamburg and for the Germany national team.	Germany
wikipedia-australian-road	TYPE	any-wikipedia-australian-road is new South Wales's longest highway	Newell Highway	It is new South Wales's longest highway.	highway
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town-one is a municipality of the district of any-wikipedia-swiss-town-two in the canton of any-wikipedia-river in any-wikipedia-country	Develier	Develier is a municipality of the district of Delemont in the canton of Jura in Switzerland.	municipality
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Lourenties	Lourenties is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Eisten	Eisten is a municipality of the district Visp in the canton of Valais in Switzerland.	Valais
wikipedia-japan-station	WARD	any-wikipedia-japan-station is a Railway station of any-wikipedia-company in any-wikipedia-settlement any-wikipedia-prefecture-japan any-wikipedia-country	Tama-Plaza Station	Tama-Plaza Station is a Railway station of Tokyu Corporation in Aoba-ku, Yokohama, Kanagawa Prefecture, Japan.	Aoba
wikipedia-language	FAM	any-wikipedia-language-one is an Eastern any-wikipedia-language-two	Syriac language	Syriac is an Eastern Aramaic language.	Eastern Aramaic
wikipedia-us-cabinet	DEPARTMENT	The any-wikipedia-us-cabinet is the highest-ranking member of the any-wikipedia-government-agency and a senior aide to the President	White House Chief of Staff	The White House Chief of Staff is the highest-ranking member of the Executive Office of the President of the United States and a senior aide to the President.	Executive Office of the President
wikipedia-video-game	PUBLISHER	any-wikipedia-video-game was made by any-wikipedia-company in any-date	Counter-Strike	It was made by Valve Corporation in 1999.	Valve Corporation
wikipedia-australian-road	DIRECTION-B	any-wikipedia-australian-road is new South Wales's longest highway	Newell Highway	It is new South Wales's longest highway.	South
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town-one is a municipality of the district of any-wikipedia-swiss-town-two in the canton of any-wikipedia-river in any-wikipedia-country	Develier	Develier is a municipality of the district of Delemont in the canton of Jura in Switzerland.	Jura
wikipedia-swiss-town	DISTRICT	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Eisten	Eisten is a municipality of the district Visp in the canton of Valais in Switzerland.	Visp
wikipedia-settlement	SUBDIVISION-TYPE	any-wikipedia-settlement-one is a city and a municipal committee in any-wikipedia-settlement-two in the any-wikipedia-settlement-three of any-wikipedia-country	Pathankot	Pathankot is a city and a municipal committee in Gurdaspur district in the Punjab State of India.	State
wikipedia-us-cabinet	POST	any-wikipedia-officeholder is the any-date any-wikipedia-us-cabinet	White House Chief of Staff	Denis McDonough is the current White House Chief of Staff.	White House Chief
wikipedia-settlement	SETTLEMENT-TYPE	any-wikipedia-settlement-one separates the any-wikipedia-lake from the any-wikipedia-body-of-water and is home to the town of any-wikipedia-settlement-two	Sriharikota	Sriharikota separates the Pulicat Lake from the Bay of Bengal, and is home to the town of Pulicat.	town
wikipedia-artist	NATIONALITY	Robert Norman any-wikipedia-artist was an American painter art instructor and television host	Bob Ross	Robert Norman "Bob" Ross was an American painter, art instructor and television host.	American
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town-one is a municipality of the district of any-wikipedia-swiss-town-two in the canton of any-wikipedia-river in any-wikipedia-country	Ederswiler	Ederswiler is a municipality of the district of Delemont in the canton of Jura in Switzerland.	municipality
wikipedia-football-biography	NATIONALTEAM	any-wikipedia-football-biography has played for the any-wikipedia-country national team in any-number matches scoring a goal once	Arne Friedrich	He has played for the Germany national team in 82 matches, scoring a goal once.	Germany
wikipedia-uk-place	SHIRE-DISTRICT	any-wikipedia-uk-place is part of the any-wikipedia-settlement	Banbury	Banbury is part of the Cherwell district.	Cherwell
wikipedia-settlement	SETTLEMENT-TYPE	any-wikipedia-settlement-one is a city in the any-wikipedia-settlement-two	Zarrineh	Zarrineh is a city in the Kurdistan province of Iran.	city
wikipedia-us-cabinet	POST	The any-wikipedia-us-cabinet is the highest-ranking member of the any-wikipedia-government-agency and a senior aide to the President	White House Chief of Staff	The White House Chief of Staff is the highest-ranking member of the Executive Office of the President of the United States and a senior aide to the President.	White House Chief
wikipedia-television	DISTRIBUTOR	any-wikipedia-television is a children's television series that any-date airs on any-wikipedia-television-channel-one and is based on the short any-wikipedia-television-channel-one's film series which was called Linny the Guinea Pig	Wonder Pets	Wonder Pets is a children's television series that currently airs on Nick Jr. and is based on the short Nick Jr.'s film series which was called Linny the Guinea Pig.	Nick Jr.
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town-one is a municipality of the district of any-wikipedia-swiss-town-two in the canton of any-wikipedia-river in any-wikipedia-country	Ederswiler	Ederswiler is a municipality of the district of Delemont in the canton of Jura in Switzerland.	Jura
wikipedia-uk-place	SHIRE-DISTRICT	any-wikipedia-uk-place is a market town on the River Cherwell in northern any-wikipedia-england-county	Banbury	Banbury is a market town on the River Cherwell in northern Oxfordshire, England.	Cherwell
wikipedia-settlement	SETTLEMENT-TYPE	any-wikipedia-settlement-one is a city in the any-wikipedia-settlement-two	Muchesh	Muchesh is a city in the Kurdistan province of Iran.	city
wikipedia-book	AUTHOR	any-wikipedia-book is a book by the any-wikipedia-ethnic-group writer and social philosopher any-wikipedia-writer	Atlas Shrugged	Atlas Shrugged is a book by the Russian-American writer and social philosopher Ayn Rand.	Ayn Rand
wikipedia-album	ARTIST	any-wikipedia-album is an album from the Finnish hard rock\/heavy metal band any-wikipedia-musical-artist	Bend Over and Pray the Lord	Bend Over and Pray the Lord is an album from the Finnish hard rock/heavy metal band Lordi.	Lordi
wikipedia-musical-artist	PAST-MEMBERS	The members of the group are any-wikipedia-musical-artist-one the singer any-wikipedia-person who plays the lead guitar and backing vocals any-wikipedia-football-biography who plays the rhythm guitar any-wikipedia-musical-artist-two who plays the bass guitar and any-wikipedia-musical-artist-three who plays the drums	3 Doors Down	The members of the group are Brad Arnold, the singer, Matt Roberts, who plays the lead guitar and backing vocals, Chris Henderson, who plays the rhythm guitar, Todd Harrell who plays the bass guitar and Greg Upchurch, who plays the drums.	Todd Harrell
wikipedia-swiss-town	DISTRICT	any-wikipedia-swiss-town-one is a municipality in the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Magliaso	Magliaso is a municipality in the district Lugano in the canton of Ticino in Switzerland.	Lugano
wikipedia-football-biography	NATIONALTEAM	any-wikipedia-football-biography plays for any-wikipedia-football-club and any-wikipedia-country national team	Thomas Hitzlsperger	He plays for West Ham United and Germany national team.	Germany
wikipedia-settlement	PUSHPIN-MAP	any-wikipedia-settlement-one is a city in the any-wikipedia-settlement-two	Muchesh	Muchesh is a city in the Kurdistan province of Iran.	Iran
wikipedia-book	COUNTRY	any-wikipedia-book was any-ordinal published in any-date in the any-wikipedia-country	Atlas Shrugged	It was first published in 1957 in the United States.	United States
wikipedia-language	STAND	The any-wikipedia-language is a any-wikipedia-language-family spoken in any-wikipedia-settlement-one any-wikipedia-settlement-two the eastern part of any-wikipedia-settlement-three the any-wikipedia-settlement-four a small zone of any-wikipedia-settlement-five any-wikipedia-country North Catalonia and in the any-wikipedia-album city of any-wikipedia-italian-comune	Catalan language	The Catalan language is a Romance language spoken in Catalonia, Valencian Community, the eastern part of Aragon, the Balearic Islands, a small zone of Murcia , Andorra, North Catalonia and in the Italian city of L'Alguer.	Valencian
